,Unnamed: 0.1,Unnamed: 0,RankingList,Filename,index,Role,Standardized Role,job_function,Company,min_salary,max_salary,other_compensation,degree_level,field_of_study,certifications_training,skill,description,learning_objective,confidence,cluster,hierarchy,isSpecialized,type,isBusiness,combined,new_embeds,predicted_cluster,cluster_label,IQ_INDUSTRY_CLASSIFICATION,IQ_INDUSTRY_GROUP,Overall % from Aspirations,Industry Count,Industry Importance,Impact score,Personal Growth score,Leadership Development score,Challenges score,Overall % from Motivations,Normalized Overall % from Aspirations,Normaized Industry Importance,Normalized Overall % from Motivations,Combined Normalized Overall % from Aspirations and Motivations,Combined Normalized Industry Importance and Overall % from Motivations,Open Positions,Mean Industry Importance Score
2413,2415,2415,Companies In India,job_result_7_90.txt,2440,Lead BD&L,Business Development Manager,Business Research,Cipla,100000,150000,Stock options and bonuses,Master's,Business Administration,MBA,Team Collaboration,Collaborate with cross-functional teams to achieve business objectives,"Given a team, collaborate with them to achieve a business objective",0.6,Teamwork,Team Collaboration,0.0,Implied,1,"Role: Business Development Manager; Skills: Team Collaboration; Learning Objectives: Given a team, collaborate with them to achieve a business objective","[-0.03572512 -0.01832045  0.0114427  ... -0.01000037 -0.01833673
 -0.00333889]",5,Business Development,Health Care,"Pharmaceuticals, Biotechnology and Life Sciences",0.1294,227,29.373799999999996,0.0,0.0,0.0,0.0,0.0,0.19999999999999998,0.14540785960854996,0.0,0.19999999999999998,0.14540785960854996,10,0.1787411929418833
2414,2416,2416,Companies In India,job_result_6_80.txt,2441,"Area Business Manager - General Segment - Cipla -    Ahmedabad,",Area Business Manager General Segment,Sales & Marketing,Cipla,3 Lacs P.A.,8 Lacs P.A.,"bonuses, stock options, benefits",Bachelor's,Pharmaceutical Industry,pharmaceutical industry certifications,Opportunity Identification,Identify and capitalize on opportunities,Identify opportunities to drive sales growth,0.7,Sales and Marketing,Child,0.0,Implied,0,Role: Area Business Manager General Segment; Skills: Opportunity Identification; Learning Objectives: Identify opportunities to drive sales growth,"[-0.02320077 -0.01897252  0.01051463 ... -0.01348888 -0.01350364
  0.00534852]",5,Business Development,Health Care,"Pharmaceuticals, Biotechnology and Life Sciences",0.1294,227,29.373799999999996,0.0,0.0,0.0,0.0,0.0,0.19999999999999998,0.14540785960854996,0.0,0.19999999999999998,0.14540785960854996,10,0.1787411929418833
2415,2417,2417,Companies In India,job_result_7_72.txt,2442,Area Sales Manager - Cipla - Bangalore,Area Sales Manager,Sales & Marketing,Cipla,Best in Industry,Best in Industry,"Bonuses, Stock Options, Benefits",Bachelor's,Business Administration,,Problem Solving,Ability to identify and develop new business opportunities,"Given a problem, identify and develop a solution",0.8,Analytical Skills,Root,1.0,Implied,1,"Role: Area Sales Manager; Skills: Problem Solving; Learning Objectives: Given a problem, identify and develop a solution","[-0.0281244  -0.01911314  0.01773014 ... -0.00677439 -0.01333741
 -0.0088633 ]",5,Business Development,Health Care,"Pharmaceuticals, Biotechnology and Life Sciences",0.1294,227,29.373799999999996,0.0,0.0,0.0,0.0,0.0,0.19999999999999998,0.14540785960854996,0.0,0.19999999999999998,0.14540785960854996,10,0.1787411929418833
2416,2418,2418,Companies In India,job_result_7_80.txt,2443,Medical Representative - Cipla -   Bengaluru,Medical Representative,Sales & Marketing,Cipla,Not Disclosed,Not Disclosed,Not Disclosed,Graduate,Science,Not Disclosed,Problem-Solving,Ability to solve problems and overcome obstacles to achieve sales targets.,Demonstrate problem-solving skills to overcome obstacles to achieve sales targets.,0.7,Analytical Skills,Root,0.0,Implied,0,Role: Medical Representative; Skills: Problem-Solving; Learning Objectives: Demonstrate problem-solving skills to overcome obstacles to achieve sales targets,"[-0.02635968  0.00236941  0.01885162 ... -0.01593085 -0.02269374
 -0.01498173]",2,Executive Leadership,Health Care,"Pharmaceuticals, Biotechnology and Life Sciences",0.1294,227,29.373799999999996,0.0,0.0,0.0,0.3077,0.076925,0.19999999999999998,0.14540785960854996,0.33333333333333326,0.5333333333333332,0.4787411929418832,10,0.1787411929418833
2417,2419,2419,Companies In India,job_result_4_72.txt,2444,Area Manager at Cipla - Udaipur,Area Manager,Sales & Marketing,Cipla,Not specified,Not specified,Not specified,Bachelor's,Business Administration or related field,Not specified,Promotional Activities,Developing and implementing promotional activities,"Given a promotional scenario, develop and implement promotional activities to increase sales",0.7,Marketing Skills,Root,1.0,Nice_to_Have,1,"Role: Area Manager; Skills: Promotional Activities; Learning Objectives: Given a promotional scenario, develop and implement promotional activities to increase sales","[-0.01923693 -0.02238692  0.01405861 ... -0.00676754 -0.01010902
 -0.01613078]",5,Business Development,Health Care,"Pharmaceuticals, Biotechnology and Life Sciences",0.1294,227,29.373799999999996,0.0,0.0,0.0,0.0,0.0,0.19999999999999998,0.14540785960854996,0.0,0.19999999999999998,0.14540785960854996,10,0.1787411929418833
2418,2420,2420,Companies In India,job_result_1_80.txt,2445,Engineer - Electrical,Functional Engineer,Engineering,Cipla,15 LPA,25 LPA,"Bonuses, Stock Options, Benefits",Bachelor's,Electrical Engineering,Not specified,Data Analysis,Ability to analyze and interpret data.,Develop data analysis skills to inform decision-making.,0.3,Analytical Skills,Root,0.0,Nice_to_Have,0,Role: Functional Engineer; Skills: Data Analysis; Learning Objectives: Develop data analysis skills to inform decision-making,"[-0.01737894  0.00081217  0.01210117 ... -0.01344073  0.00237452
 -0.0104497 ]",7,Engineering Leadership,Health Care,"Pharmaceuticals, Biotechnology and Life Sciences",0.1294,227,29.373799999999996,0.0,0.0,0.0,0.0,0.0,0.19999999999999998,0.14540785960854996,0.0,0.19999999999999998,0.14540785960854996,10,0.1787411929418833
2419,2421,2421,Companies In India,job_result_6_72.txt,2446,Medical Representative,Medical Representative,Sales & Marketing,Cipla,Not specified,Not specified,Not specified,Bachelor's,Pharmacy or related field,Not specified,Teamwork,Working in teams,"Audience: Team members, Behavior: Collaborate, Condition: In projects, Degree: Effectively",0.7,Interpersonal Skills,Root,0.0,Implied,0,"Role: Medical Representative; Skills: Teamwork; Learning Objectives: Audience: Team members, Behavior: Collaborate, Condition: In projects, Degree: Effectively","[-0.01779152  0.00244014  0.01389157 ... -0.02348706 -0.01547303
 -0.01013619]",2,Executive Leadership,Health Care,"Pharmaceuticals, Biotechnology and Life Sciences",0.1294,227,29.373799999999996,0.0,0.0,0.0,0.0,0.0,0.19999999999999998,0.14540785960854996,0.0,0.19999999999999998,0.14540785960854996,10,0.1787411929418833
2420,2422,2422,Companies In India,job_result_9_80.txt,2447,Hospital Business Manager - Critical Care  -  Cipla  -   Patna,Hospital Business Manager Critical Care,Operations,Cipla,Not Disclosed,Not Disclosed,Not Disclosed,Bachelor's,"Business, Healthcare, or related field",Not Disclosed,Problem-Solving,Develop and implement solutions to business problems,Apply problem-solving techniques to drive business growth,0.6,Personal Attributes,Child,0.0,Implied,0,Role: Hospital Business Manager Critical Care; Skills: Problem-Solving; Learning Objectives: Apply problem-solving techniques to drive business growth,"[-0.02233243 -0.00641784  0.00038591 ... -0.00043166  0.00257393
 -0.01230532]",5,Business Development,Health Care,"Pharmaceuticals, Biotechnology and Life Sciences",0.1294,227,29.373799999999996,0.0,0.0,0.0,0.0,0.0,0.19999999999999998,0.14540785960854996,0.0,0.19999999999999998,0.14540785960854996,10,0.1787411929418833
2421,2423,2423,Companies In India,job_result_9_90.txt,2448,Scientific Business Manager - Oncology -   Cipla -  Mumbai,Scientific Business Manager Oncology,Business Management,Cipla,Not specified,Not specified,Not specified,Bachelor's,"Business, Marketing, or Science",Not specified,Project Management,Ability to manage projects effectively,"Given a scenario, plan and execute a project.",0.8,Project Management,root,1.0,Nice_to_Have,1,"Role: Scientific Business Manager Oncology; Skills: Project Management; Learning Objectives: Given a scenario, plan and execute a project","[-0.0174203  -0.02105764  0.00616869 ... -0.02159625 -0.00993634
 -0.00695988]",2,Executive Leadership,Health Care,"Pharmaceuticals, Biotechnology and Life Sciences",0.1294,227,29.373799999999996,0.0,0.0,0.0,0.0,0.0,0.19999999999999998,0.14540785960854996,0.0,0.19999999999999998,0.14540785960854996,10,0.1787411929418833
2422,2424,2424,Companies In India,job_result_8_80.txt,2449,Medical Representative  -  Cipla -      Chennai,Medical Representative,Sales & Marketing,Cipla,Not disclosed,Not disclosed,"Competitive salary, flexible working hours, and the opportunity to work in a dynamic and fast-paced environment",Bachelor's,Any field,Not specified,Healthcare Industry Knowledge,Understanding of the healthcare industry,"Audience: Healthcare professionals, Behavior: Demonstrate industry knowledge, Condition: In a professional setting, Degree: Basic understanding",0.8,Industry Knowledge Skills,Root,0.0,Implied,0,"Role: Medical Representative; Skills: Healthcare Industry Knowledge; Learning Objectives: Audience: Healthcare professionals, Behavior: Demonstrate industry knowledge, Condition: In a professional setting, Degree: Basic understanding","[-0.01449954  0.00776493  0.01155383 ... -0.01954443 -0.01516021
 -0.01231026]",2,Executive Leadership,Health Care,"Pharmaceuticals, Biotechnology and Life Sciences",0.1294,227,29.373799999999996,0.0,0.0,0.0,0.0,0.0,0.19999999999999998,0.14540785960854996,0.0,0.19999999999999998,0.14540785960854996,10,0.1787411929418833
2423,2425,2425,Companies In India,job_result_2_90.txt,2450,Patient Care Executive Level-1,Patient Care Executive Level 1,Operations,Max Healthcare,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Adaptability,Adjust to changing circumstances and priorities in the hospital.,"Given a change in circumstances, adapt and respond accordingly.",0.7,Personal Skills,Root > Personal Skills > Adaptability,0.0,Implied,0,"Role: Patient Care Executive Level 1; Skills: Adaptability; Learning Objectives: Given a change in circumstances, adapt and respond accordingly","[-0.00180436 -0.00872864  0.00722352 ... -0.00403442 -0.00189693
 -0.03592956]",1,Product Management,Health Care,Health Care Equipment and Services,0.1294,227,29.373799999999996,0.0,0.0,0.0,0.0,0.0,0.19999999999999998,0.14540785960854996,0.0,0.19999999999999998,0.14540785960854996,19,0.16295171925767277
2424,2426,2426,Companies In India,job_result_9_90.txt,2451,Assistant Manager - Marketing (Customer,Assistant Manager Marketing,Sales & Marketing,Max Healthcare,400000,600000,Bonuses and stock options,Bachelor's,Marketing or related field,Not specified,Event Planning,Coordinating events and activations,Plan successful events,0.7,Operations,Event Planning > Logistics Management,0.0,Nice_to_Have,1,Role: Assistant Manager Marketing; Skills: Event Planning; Learning Objectives: Plan successful events,"[-0.03238495  0.00083574  0.00726892 ...  0.00585033 -0.00479607
 -0.01375302]",4,Marketing and Sales,Health Care,Health Care Equipment and Services,0.1294,227,29.373799999999996,0.0,0.0,0.0,0.0,0.0,0.19999999999999998,0.14540785960854996,0.0,0.19999999999999998,0.14540785960854996,19,0.16295171925767277
2425,2427,2427,Companies In India,job_result_3_40.txt,2452,Junior Resident,Physician Assistant,Healthcare,Max Healthcare,60000,80000,Benefits package,Bachelor's,Physician Assistant Studies,Certified Physician Assistant (CPA),Adaptability,Ability to adapt to changing healthcare environments,Adapt to changing healthcare environments,0.1,Organizational Skills,Child,0.0,Implied,0,Role: Physician Assistant; Skills: Adaptability; Learning Objectives: Adapt to changing healthcare environments,"[-0.01334636  0.01769175  0.03494751 ... -0.00838213 -0.00710763
 -0.03107744]",7,Engineering Leadership,Health Care,Health Care Equipment and Services,0.1294,227,29.373799999999996,0.0,0.0,0.0,0.0,0.0,0.19999999999999998,0.14540785960854996,0.0,0.19999999999999998,0.14540785960854996,19,0.16295171925767277
2426,2428,2428,Companies In India,job_result_3_50.txt,2453,Senior Resident/ Attending Consultant,Physician,Healthcare,Max Healthcare,150000,250000,Benefits package,Bachelor's,Medicine,"MBBS, PGDCC",Problem-Solving,Analyze and resolve medical problems,Demonstrate ability to think critically,0.7,Analytical Skills,Root,1.0,Implied,0,Role: Physician; Skills: Problem-Solving; Learning Objectives: Demonstrate ability to think critically,"[-0.00942442  0.01496336  0.02533985 ... -0.01487009 -0.00378957
 -0.03268461]",9,Consulting,Health Care,Health Care Equipment and Services,0.1294,227,29.373799999999996,0.0,0.0,0.0,0.0,0.0,0.19999999999999998,0.14540785960854996,0.0,0.19999999999999998,0.14540785960854996,19,0.16295171925767277
2427,2429,2429,Companies In India,job_result_9_80.txt,2454,Assistant Manager/ Deputy Manager- TPA (,Assistant Manager,Operations,Max Healthcare,500000,700000,Bonuses and benefits,Bachelor's,Finance,Certified Financial Analyst (CFA),Hospital Information System Utilization,Effectively utilizing hospital information system,To utilize hospital information system effectively,0.8,Technical Skills,Technical Skills > Hospital Information System,0.0,Must_Have,1,Role: Assistant Manager; Skills: Hospital Information System Utilization; Learning Objectives: To utilize hospital information system effectively,"[-0.02582575 -0.00174429  0.01696866 ...  0.00079777 -0.00425292
 -0.00687504]",2,Executive Leadership,Health Care,Health Care Equipment and Services,0.1294,227,29.373799999999996,0.0,0.0,0.0,0.0,0.0,0.19999999999999998,0.14540785960854996,0.0,0.19999999999999998,0.14540785960854996,19,0.16295171925767277
2428,2430,2430,Companies In India,job_result_1_80.txt,2455,Nursing Supervisor - Nanavati Max Super Speciality Hospital...,Nursing Supervisor,Healthcare,Max Healthcare,"₹ 800,000 per annum","₹ 1,200,000 per annum","Benefits package including health insurance, retirement plan, and paid time off",Bachelor's Degree in Nursing,Nursing,Current registration as a Nurse,Teamwork,Ability to work collaboratively with interdisciplinary healthcare teams,Foster teamwork and collaboration in a healthcare setting,0.6,Interpersonal,Root,0.0,Implied,0,Role: Nursing Supervisor; Skills: Teamwork; Learning Objectives: Foster teamwork and collaboration in a healthcare setting,"[-0.00671641  0.00122413  0.02626601 ... -0.01265434 -0.0014437
 -0.02046236]",10,Operational Excellence,Health Care,Health Care Equipment and Services,0.1294,227,29.373799999999996,0.0,0.0,0.0,0.0,0.0,0.19999999999999998,0.14540785960854996,0.0,0.19999999999999998,0.14540785960854996,19,0.16295171925767277
2429,2431,2431,Companies In India,job_result_5_80.txt,2456,Max Healthcare - Deputy Manager/Manager - Finance & Accounts - CA...,Financial Manager,Finance,Max Healthcare,800000,1200000,Bonuses and stock options,Bachelor's,Commerce,CA certification,Team Collaboration,Ability to work collaboratively with teams,Foster effective team collaboration,0.2,Soft Skills,Interpersonal Skills,0.0,Implied,1,Role: Financial Manager; Skills: Team Collaboration; Learning Objectives: Foster effective team collaboration,"[-0.02009907 -0.01404561  0.0049404  ... -0.00482375  0.01008896
 -0.01609725]",3,Corporate and Project Finance,Health Care,Health Care Equipment and Services,0.1294,227,29.373799999999996,0.0,0.0,0.0,0.0,0.0,0.19999999999999998,0.14540785960854996,0.0,0.19999999999999998,0.14540785960854996,19,0.16295171925767277
2430,2432,2432,Companies In India,job_result_4_10.txt,2457,Deputy Manager - Sales & Marketing - Max Healthcare - Ghaziabad...,Deputy Manager Sales & Marketing,Sales & Marketing,Max Healthcare,Best in Industry,Best in Industry,"Bonuses, Stock Options, Benefits",Bachelor's,Any,Not specified,Adaptability,Adapt to changing sales and marketing scenarios to achieve revenue growth.,"Given an adaptability scenario, adapt to changing sales and marketing scenarios to achieve revenue growth.",0.6,Personal Skills,Root,0.0,Implied,0,"Role: Deputy Manager Sales & Marketing; Skills: Adaptability; Learning Objectives: Given an adaptability scenario, adapt to changing sales and marketing scenarios to achieve revenue growth","[-0.02867628 -0.02406257  0.00421352 ... -0.00586981 -0.01380668
 -0.00267223]",4,Marketing and Sales,Health Care,Health Care Equipment and Services,0.1294,227,29.373799999999996,0.0,0.0,0.0,0.3077,0.076925,0.19999999999999998,0.14540785960854996,0.33333333333333326,0.5333333333333332,0.4787411929418832,19,0.16295171925767277
2431,2433,2433,Companies In India,job_result_5_90.txt,2458,Resident Medical Officer,Resident Medical Officer,Healthcare,Max Healthcare,50000,80000,Benefits and bonuses,Bachelor's,Medicine,MBBS,Research Skills,Ability to conduct research,Conduct research effectively,0.3,Analytical Skills,Root,1.0,Nice_to_Have,0,Role: Resident Medical Officer; Skills: Research Skills; Learning Objectives: Conduct research effectively,"[-0.00711423  0.00635323  0.00500012 ... -0.00342557  0.00325441
 -0.02770051]",2,Executive Leadership,Health Care,Health Care Equipment and Services,0.1294,227,29.373799999999996,0.0,0.0,0.0,0.0,0.0,0.19999999999999998,0.14540785960854996,0.0,0.19999999999999998,0.14540785960854996,19,0.16295171925767277
2432,2434,2434,Companies In India,job_result_4_50.txt,2459,Account Manager,Account Manager,Finance,Max Healthcare,500000,800000,Bonuses and stock options,Bachelor's,Commerce or Accounting,CA or ICWA certification,Team Collaboration,Ability to work collaboratively with team members,Work effectively with cross-functional teams to achieve shared goals,0.5,Interpersonal Skills,Interpersonal Skills > Team Collaboration,0.0,Implied,1,Role: Account Manager; Skills: Team Collaboration; Learning Objectives: Work effectively with cross-functional teams to achieve shared goals,"[-0.02809165 -0.02022718  0.01444842 ... -0.00175489 -0.00826091
 -0.01455651]",5,Business Development,Health Care,Health Care Equipment and Services,0.1294,227,29.373799999999996,0.0,0.0,0.0,0.0,0.0,0.19999999999999998,0.14540785960854996,0.0,0.19999999999999998,0.14540785960854996,19,0.16295171925767277
2433,2435,2435,Companies In India,job_result_8_90.txt,2460,Attending Consultant,Attending Consultant,Healthcare,Max Healthcare,Not specified,Not specified,Not specified,"MBBS, MD Anesthesia/ optional fellowship critical care desirable",Not specified,Not specified,Communication Skills,Good interpersonal skills required for effective communication,"Demonstrate ability to effectively communicate with patients, families, and healthcare teams",0.8,Soft Skills,Root -> Soft Skills -> Communication Skills,0.0,Implied,0,"Role: Attending Consultant; Skills: Communication Skills; Learning Objectives: Demonstrate ability to effectively communicate with patients, families, and healthcare teams","[ 0.00250386 -0.00159481  0.01825646 ... -0.01901624 -0.00193289
 -0.02622924]",9,Consulting,Health Care,Health Care Equipment and Services,0.1294,227,29.373799999999996,0.0,0.0,0.0,0.0,0.0,0.19999999999999998,0.14540785960854996,0.0,0.19999999999999998,0.14540785960854996,19,0.16295171925767277
2434,2436,2436,Companies In India,job_result_6_90.txt,2461,Cost Accountant,Cost Accountant,Finance,Max Healthcare,50000,80000,"Bonuses, stock options, and benefits",Bachelor's,Accounting,CPA certification,Consolidation of Costing Records,Consolidate costing records of pan max.,"Given costing records of pan max, the accountant will accurately consolidate them.",0.9,Financial Analysis,Financial Management,1.0,Must_Have,1,"Role: Cost Accountant; Skills: Consolidation of Costing Records; Learning Objectives: Given costing records of pan max, the accountant will accurately consolidate them","[-0.00835988 -0.01841227  0.01753936 ...  0.00622674 -0.00235609
 -0.01202633]",3,Corporate and Project Finance,Health Care,Health Care Equipment and Services,0.1294,227,29.373799999999996,0.0,0.0,0.0,0.0,0.0,0.19999999999999998,0.14540785960854996,0.0,0.19999999999999998,0.14540785960854996,19,0.16295171925767277
2435,2437,2437,Companies In India,job_result_9_70.txt,2462,Hospital Administrator,Hospital Administrator,Operations,Max Healthcare,80000,120000,"Benefits package, bonuses",Master's,Healthcare Administration,Certified Healthcare Administrator (CHA),Teamwork,Ability to work effectively in a team in a hospital setting,Develop teamwork skills in a hospital setting,0.9,Interpersonal,Root,0.0,Implied,0,Role: Hospital Administrator; Skills: Teamwork; Learning Objectives: Develop teamwork skills in a hospital setting,"[-0.00423153  0.00216466  0.01333846 ... -0.00658859  0.01030264
 -0.01782075]",10,Operational Excellence,Health Care,Health Care Equipment and Services,0.1294,227,29.373799999999996,0.0,0.0,0.0,0.0,0.0,0.19999999999999998,0.14540785960854996,0.0,0.19999999999999998,0.14540785960854996,19,0.16295171925767277
2436,2438,2438,Companies In India,job_result_4_90.txt,2463,Senior Resident/ Attending Consultant,Physician,Healthcare,Max Healthcare,500000,1000000,Bonuses and benefits,Bachelor's,Medicine,PGDCC,Problem-Solving,Analyze and resolve complex medical problems.,Demonstrate critical thinking skills.,0.7,Analytical Skills,Root,1.0,Implied,0,Role: Physician; Skills: Problem-Solving; Learning Objectives: Demonstrate critical thinking skills,"[-0.01085935  0.01396225  0.02519365 ... -0.01466411 -0.00235804
 -0.03261987]",9,Consulting,Health Care,Health Care Equipment and Services,0.1294,227,29.373799999999996,0.0,0.0,0.0,0.0,0.0,0.19999999999999998,0.14540785960854996,0.0,0.19999999999999998,0.14540785960854996,19,0.16295171925767277
2437,2439,2439,Companies In India,job_result_2_10.txt,2464,"OHC Staff Nurse Jobs in Max Healthcare - Gurugram, Haryana, India",Staff Nurse,Healthcare,Max Healthcare,Competitive,Based on experience,"Opportunities for professional development, inclusive and supportive work environment, comprehensive healthcare benefits, contribution to employee well-being programs, and career advancement opportunities within Max Healthcare.",Diploma/Degree in Nursing,Nursing,Registered Nurse with valid credentials.,Pharmacology,Dispensing medications and understanding their effects.,Enhance pharmacology knowledge for safe medication administration.,0.7,Clinical Skills,Root > Clinical Skills > Pharmacology,1.0,Nice_to_Have,0,Role: Staff Nurse; Skills: Pharmacology; Learning Objectives: Enhance pharmacology knowledge for safe medication administration,"[-0.01385164  0.00457524  0.02127555 ... -0.01096103 -0.00447007
 -0.02525466]",10,Operational Excellence,Health Care,Health Care Equipment and Services,0.1294,227,29.373799999999996,0.0,0.0,0.0,0.0,0.0,0.19999999999999998,0.14540785960854996,0.0,0.19999999999999998,0.14540785960854996,19,0.16295171925767277
2438,2440,2440,Companies In India,job_result_9_60.txt,2465,Hiring Assistant Manager - Corporate Sales,Assistant Manager Corporate Sales,Sales & Marketing,Max Healthcare,50000,70000,Bonuses and stock options,Bachelor's,Business Administration,MBA preferred,Adaptability,Adjust to changing sales environments and priorities,Demonstrate flexibility in sales approaches,0.6,Adaptability Skills,Sales Environment Adaptation,0.0,Implied,1,Role: Assistant Manager Corporate Sales; Skills: Adaptability; Learning Objectives: Demonstrate flexibility in sales approaches,"[-0.04053702 -0.02075777  0.01412002 ...  0.00208042 -0.01711321
 -0.00510344]",5,Business Development,Health Care,Health Care Equipment and Services,0.1294,227,29.373799999999996,0.0,0.0,0.0,0.0,0.0,0.19999999999999998,0.14540785960854996,0.0,0.19999999999999998,0.14540785960854996,19,0.16295171925767277
2439,2441,2441,Companies In India,job_result_5_60.txt,2466,Medical Officer,Medical Officer,Healthcare,Max Healthcare,"₹ 50,000","₹ 1,00,000",Bonuses and benefits,Bachelor's,Medicine,Medical licensure,Teamwork,Collaborating with healthcare professionals,Foster a collaborative team environment,0.6,Interpersonal Skills,Child,0.0,Implied,0,Role: Medical Officer; Skills: Teamwork; Learning Objectives: Foster a collaborative team environment,"[-0.01514591  0.00966346  0.01128141 ... -0.00379108  0.00358744
 -0.01935218]",2,Executive Leadership,Health Care,Health Care Equipment and Services,0.1294,227,29.373799999999996,0.0,0.0,0.0,0.0,0.0,0.19999999999999998,0.14540785960854996,0.0,0.19999999999999998,0.14540785960854996,19,0.16295171925767277
2440,2442,2442,Companies In India,job_result_8_60.txt,2467,Senior Content Writer - Sales & Marketing,Content Writer,Sales & Marketing,Max Healthcare,50000,70000,Benefits package,Bachelor's,English or Journalism,,Adaptability,Ability to adapt to changing circumstances,Be flexible in response to new information,0.1,Personal Attributes,Root,0.0,Implied,0,Role: Content Writer; Skills: Adaptability; Learning Objectives: Be flexible in response to new information,"[-0.00805067 -0.00246118  0.0080721  ... -0.00780454  0.00546818
 -0.02603791]",4,Marketing and Sales,Health Care,Health Care Equipment and Services,0.1294,227,29.373799999999996,0.0,0.0,0.0,0.0,0.0,0.19999999999999998,0.14540785960854996,0.0,0.19999999999999998,0.14540785960854996,19,0.16295171925767277
2441,2443,2443,Companies In India,job_result_5_10.txt,2468,Human Resource Manager (HRBP) - Max Super Speciality Hospital...,Human Resource Manager,Human Resources,Max Healthcare,Not specified,Not specified,Not specified,Bachelor's,Human Resources or related field,Not specified,Time Management,Ability to prioritize tasks and manage time effectively,Develop effective time management strategies,0.5,Productivity Skills,Root,0.0,Nice_to_Have,0,Role: Human Resource Manager; Skills: Time Management; Learning Objectives: Develop effective time management strategies,"[-0.03185811 -0.01186295  0.01476169 ... -0.01100253  0.00435607
 -0.00233219]",8,Corporate Strategy,Health Care,Health Care Equipment and Services,0.1294,227,29.373799999999996,0.0,0.0,0.0,0.0,0.0,0.19999999999999998,0.14540785960854996,0.0,0.19999999999999998,0.14540785960854996,19,0.16295171925767277
2442,2444,2444,Companies In India,job_result_9_20.txt,2469,QA Performance Engineer,QA Performance Engineer,Technology,Persistent Systems,Competitive,Competitive,"Benefits package, quarterly promotion cycles, company-sponsored higher education and certifications, opportunity to work with cutting-edge technologies, employee engagement initiatives, annual health check-ups, insurance coverage",Bachelor's,"Computer Science, Engineering",Not specified,Problem-Solving,Identify performance bottlenecks and areas for optimization.,"Given a system performance issue, identify and solve it.",0.9,Analytical Thinking,Child of System Performance Analysis,1.0,Implied,0,"Role: QA Performance Engineer; Skills: Problem-Solving; Learning Objectives: Given a system performance issue, identify and solve it","[-0.00783446 -0.00335779  0.02271558 ... -0.0034459  -0.0106974
 -0.01568909]",1,Product Management,Information Technology,Software and Services,0.4274,445,190.193,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,35,1.0402525651144436
2443,2445,2445,Companies In India,job_result_8_70.txt,2470,OutSystems Architect,OutSystems Architect,Technology,Persistent Systems,Competitive,Competitive,Benefits package,Bachelor's,Computer Science,Certified OutSystems professional,Problem Solving,Troubleshoot defects and provide recommended solutions to optimize existing application,Develop problem-solving skills,0.8,Soft Skills,Analytical,0.0,Must_Have,0,Role: OutSystems Architect; Skills: Problem Solving; Learning Objectives: Develop problem-solving skills,"[-0.00996183 -0.00459972  0.0138119  ... -0.01424564  0.00258065
 -0.0120512 ]",0,Business Analytics,Information Technology,Software and Services,0.4274,445,190.193,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,35,1.0402525651144436
2444,2446,2446,Companies In India,job_result_9_60.txt,2471,Delivery Partner,Delivery Partner,Operations,Persistent Systems,150000,250000,"Bonuses, Stock Options, Benefits",Bachelor's,"Computer Science, Information Technology",Not specified,Agile Methodologies,Knowledge of agile development methodologies,"Given an agile development scenario, the candidate will be able to explain the methodology and its benefits.",0.7,Technical Skills,Root,1.0,Nice_to_Have,0,"Role: Delivery Partner; Skills: Agile Methodologies; Learning Objectives: Given an agile development scenario, the candidate will be able to explain the methodology and its benefits","[-0.01250329 -0.03067003  0.00964489 ... -0.01575268 -0.02189679
 -0.01443414]",7,Engineering Leadership,Information Technology,Software and Services,0.4274,445,190.193,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,35,1.0402525651144436
2445,2447,2447,Companies In India,job_result_4_50.txt,2472,Persistent Systems - C++ Developer - Python/Multithreading,Software Developer,Technology,Persistent Systems,80000,120000,Stock options and bonuses,Bachelor's,Computer Science,,OS Concepts,Understanding operating system fundamentals,Apply OS concepts for system development,0.5,Operating Systems,root,0.0,Implied,0,Role: Software Developer; Skills: OS Concepts; Learning Objectives: Apply OS concepts for system development,"[-0.00581651 -0.00968224  0.02763285 ... -0.01609011 -0.00800726
 -0.00454023]",7,Engineering Leadership,Information Technology,Software and Services,0.4274,445,190.193,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,35,1.0402525651144436
2446,2448,2448,Companies In India,job_result_4_70.txt,2473,Persistent Systems - AngularJS Developer - HTML/CSS/Javascript,AngularJS Developer,Software Development,Persistent Systems,Not specified,Not specified,Not specified,Bachelor's,"Computer Science, Computer Engineering or similar",Not specified,Team Collaboration,Consulting with the design team,Ensuring high performance of applications and providing support,0.1,Soft Skills,child,0.0,Implied,0,Role: AngularJS Developer; Skills: Team Collaboration; Learning Objectives: Ensuring high performance of applications and providing support,"[-0.0130994   0.00982315  0.02285293 ... -0.01388676 -0.01206626
 -0.02926613]",7,Engineering Leadership,Information Technology,Software and Services,0.4274,445,190.193,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,35,1.0402525651144436
